ID,INV,DATE,CATALOG,PCODE,QTY,CUSTNUM
4927,147518,2001-01-15,Software,SW5493,1,7480000.0
4928,165735,2001-04-25,Sports,SP1300,1,7480000.0
4929,165735,2001-04-25,Sports,SP2200,1,7480000.0
4930,165735,2001-04-25,Sports,SP2300,3,7480000.0
4931,165735,2001-04-25,Sports,SP2700,1,7480000.0
4932,124916,1997-06-11,Sports,SP2600,4,7517000.0
4933,126265,1997-06-18,Sports,SP2600,1,7517000.0
4934,143438,1997-09-16,Sports,SP1300,1,7517000.0
4935,143438,1997-09-16,Sports,SP1500,1,7517000.0
4936,143438,1997-09-16,Sports,SP2500,1,7517000.0
4937,148264,1997-10-12,Sports,SP1200,3,7517000.0
4938,148632,1997-10-14,Pets,PT2000,1,7517000.0
4939,148632,1997-10-14,Pets,PT3100,1,7517000.0
4940,148632,1997-10-14,Pets,PT3300,1,7517000.0
4941,188594,1998-05-11,Pets,PT4500,1,7517000.0
4942,188594,1998-05-11,Pets,PT4600,1,7517000.0
4943,190447,1998-05-19,Software,SW1207,1,7517000.0
4944,196979,1998-06-16,Sports,SP2000,4,7517000.0
4945,202115,1998-07-08,Toys,TY3200,1,7517000.0
4946,207673,1998-08-01,Pets,PT4500,1,7517000.0
4947,231569,1998-11-10,Sports,SP1300,1,7517000.0
4948,239500,1998-12-14,Toys,TY4600,1,7517000.0
4949,124916,2000-09-18,Sports,SP2600,4,7517000.0
4950,126265,2000-09-25,Sports,SP2600,1,7517000.0
4951,143438,2000-12-24,Sports,SP1300,1,7517000.0
4952,143438,2000-12-24,Sports,SP1500,1,7517000.0
4953,143438,2000-12-24,Sports,SP2500,1,7517000.0
4954,148264,2001-01-19,Sports,SP1200,3,7517000.0
4955,148632,2001-01-21,Pets,PT2000,1,7517000.0
4956,148632,2001-01-21,Pets,PT3100,1,7517000.0
4957,148632,2001-01-21,Pets,PT3300,1,7517000.0
4958,102986,1997-02-03,Pets,PT4300,2,7642000.0
4959,108252,1997-03-10,Gardening,GD2100,1,7642000.0
4960,110074,1997-03-21,Gardening,GD1400,1,7642000.0
4961,138214,1997-08-20,Pets,PT4500,3,7642000.0
4962,140934,1997-09-03,Software,SW4831,1,7642000.0
4963,142053,1997-09-09,Gardening,GD1001,1,7642000.0
4964,143028,1997-09-14,Sports,SP2600,1,7642000.0
4965,150903,1997-10-26,Toys,TY1750,3,7642000.0
4966,155173,1997-11-18,Sports,SP2500,1,7642000.0
4967,167045,1998-01-24,Gardening,GD1300,1,7642000.0
4968,190213,1998-05-18,Gardening,GD2000,3,7642000.0
4969,202117,1998-07-08,Gardening,GD2100,1,7642000.0
4970,208621,1998-08-05,Pets,PT1100,1,7642000.0
4971,215921,1998-09-05,Pets,PT3100,3,7642000.0
4972,227802,1998-10-25,Pets,PT2000,2,7642000.0
4973,242456,1998-12-27,Toys,TY3500,1,7642000.0
4974,102986,2000-05-13,Pets,PT4300,2,7642000.0
4975,108252,2000-06-17,Gardening,GD2100,1,7642000.0
4976,110074,2000-06-28,Gardening,GD1400,1,7642000.0
4977,138214,2000-11-27,Pets,PT4500,3,7642000.0
4978,140934,2000-12-11,Software,SW4831,1,7642000.0
4979,142053,2000-12-17,Gardening,GD1001,1,7642000.0
4980,143028,2000-12-22,Sports,SP2600,1,7642000.0
4981,150903,2001-02-02,Toys,TY1750,3,7642000.0
4982,155173,2001-02-25,Sports,SP2500,1,7642000.0
4983,167045,2001-05-03,Gardening,GD1300,1,7642000.0
4984,100577,1997-01-16,Sports,SP1300,4,7666000.0
4985,142231,1997-09-10,Pets,PT4500,1,7666000.0
4986,162446,1997-12-26,Toys,TY2200,3,7666000.0
4987,171628,1998-02-19,Pets,PT2200,1,7666000.0
4988,193922,1998-06-03,Software,SW7271,3,7666000.0
4989,213410,1998-08-25,Pets,PT4300,2,7666000.0
4990,223401,1998-10-06,Pets,PT4600,1,7666000.0
4991,233010,1998-11-16,Sports,SP1100,1,7666000.0
4992,233010,1998-11-16,Sports,SP1600,2,7666000.0
4993,233010,1998-11-16,Sports,SP2300,4,7666000.0
4994,233010,1998-11-16,Sports,SP3000,1,7666000.0
4995,234362,1998-11-22,Toys,TY1100,1,7666000.0
4996,100577,2000-04-25,Sports,SP1300,4,7666000.0
4997,142231,2000-12-18,Pets,PT4500,1,7666000.0
4998,162446,2001-04-04,Toys,TY2200,3,7666000.0
4999,171628,2001-05-29,Pets,PT2200,1,7666000.0
5000,101611,1997-01-24,Pets,PT3200,4,7738000.0
5001,106696,1997-02-28,Sports,SP2000,1,7738000.0
5002,114164,1997-04-14,Toys,TY4500,1,7738000.0
5003,138791,1997-08-23,Sports,SP2200,3,7738000.0
5004,144765,1997-09-23,Sports,SP2600,1,7738000.0
5005,145145,1997-09-25,Software,SW6180,1,7738000.0
5006,146642,1997-10-03,Toys,TY5100,1,7738000.0
5007,151473,1997-10-29,Sports,SP1600,1,7738000.0
5008,173487,1998-03-01,Pets,PT1200,1,7738000.0
5009,173487,1998-03-01,Pets,PT2200,4,7738000.0
5010,173487,1998-03-01,Pets,PT3500,1,7738000.0
5011,187940,1998-05-08,Gardening,GD3300,1,7738000.0
5012,220966,1998-09-26,Collectibles,CC2500,4,7738000.0
5013,101611,2000-05-03,Pets,PT3200,4,7738000.0
5014,106696,2000-06-07,Sports,SP2000,1,7738000.0
5015,114164,2000-07-22,Toys,TY4500,1,7738000.0
5016,138791,2000-11-30,Sports,SP2200,3,7738000.0
5017,144765,2000-12-31,Sports,SP2600,1,7738000.0
5018,145145,2001-01-02,Software,SW6180,1,7738000.0
5019,146642,2001-01-10,Toys,TY5100,1,7738000.0
5020,151473,2001-02-05,Sports,SP1600,1,7738000.0
5021,99073,1997-01-04,Sports,SP1300,4,7767000.0
5022,99073,1997-01-04,Sports,SP3300,3,7767000.0
5023,100580,1997-01-16,Pets,PT3300,1,7767000.0
5024,111714,1997-03-31,Gardening,GD3100,3,7767000.0
5025,124536,1997-06-09,Pets,PT4400,1,7767000.0
5026,155014,1997-11-17,Toys,TY3400,1,7767000.0
5027,158051,1997-12-03,Pets,PT2000,1,7767000.0
5028,160888,1997-12-18,Sports,SP2200,1,7767000.0
5029,162079,1997-12-24,Sports,SP1100,1,7767000.0
5030,164520,1998-01-08,Pets,PT1100,1,7767000.0
5031,164520,1998-01-08,Pets,PT1200,1,7767000.0
5032,164520,1998-01-08,Pets,PT2000,1,7767000.0
5033,191815,1998-05-25,Pets,PT3100,3,7767000.0
5034,200960,1998-07-03,Software,SW5493,1,7767000.0
5035,216721,1998-09-08,Sports,SP3400,1,7767000.0
5036,230172,1998-11-04,Gardening,GD4300,3,7767000.0
5037,99073,2000-04-13,Sports,SP1300,4,7767000.0
5038,99073,2000-04-13,Sports,SP3300,3,7767000.0
5039,100580,2000-04-25,Pets,PT3300,1,7767000.0
5040,111714,2000-07-08,Gardening,GD3100,3,7767000.0
5041,124536,2000-09-16,Pets,PT4400,1,7767000.0
5042,155014,2001-02-24,Toys,TY3400,1,7767000.0
5043,158051,2001-03-12,Pets,PT2000,1,7767000.0
5044,160888,2001-03-27,Sports,SP2200,1,7767000.0
5045,162079,2001-04-02,Sports,SP1100,1,7767000.0
5046,164520,2001-04-17,Pets,PT1100,1,7767000.0
5047,164520,2001-04-17,Pets,PT1200,1,7767000.0
5048,164520,2001-04-17,Pets,PT2000,1,7767000.0
5049,100581,1997-01-16,Toys,TY3500,4,7892000.0
5050,104512,1997-02-14,Sports,SP2500,1,7892000.0
5051,118149,1997-05-06,Pets,PT2100,1,7892000.0
5052,119114,1997-05-11,Toys,TY2100,1,7892000.0
5053,189757,1998-05-16,Toys,TY2200,1,7892000.0
5054,191593,1998-05-24,Sports,SP1100,1,7892000.0
5055,191593,1998-05-24,Sports,SP2000,1,7892000.0
5056,191593,1998-05-24,Sports,SP2500,1,7892000.0
5057,192747,1998-05-29,Sports,SP2700,1,7892000.0
5058,192747,1998-05-29,Sports,SP2700,1,7892000.0
5059,192747,1998-05-29,Sports,SP3200,1,7892000.0
5060,192747,1998-05-29,Sports,SP3300,1,7892000.0
5061,196722,1998-06-15,Gardening,GD1200,1,7892000.0
5062,197221,1998-06-17,Pets,PT1100,1,7892000.0
5063,205594,1998-07-23,Pets,PT1000,1,7892000.0
5064,241130,1998-12-21,Toys,TY4100,1,7892000.0
5065,100581,2000-04-25,Toys,TY3500,4,7892000.0
5066,104512,2000-05-24,Sports,SP2500,1,7892000.0
5067,118149,2000-08-13,Pets,PT2100,1,7892000.0
5068,119114,2000-08-18,Toys,TY2100,1,7892000.0
5069,99829,1997-01-10,Gardening,GD2100,1,8020000.0
5070,124359,1997-06-08,Toys,TY1900,1,8020000.0
5071,154816,1997-11-16,Sports,SP3000,4,8020000.0
5072,168383,1998-02-01,Pets,PT1000,1,8020000.0
5073,168383,1998-02-01,Pets,PT3100,1,8020000.0
5074,168383,1998-02-01,Pets,PT3500,1,8020000.0
5075,196500,1998-06-14,Pets,PT4200,4,8020000.0
5076,207472,1998-07-31,Sports,SP1300,1,8020000.0
5077,223860,1998-10-08,Pets,PT2400,1,8020000.0
5078,99829,2000-04-19,Gardening,GD2100,1,8020000.0
5079,124359,2000-09-15,Toys,TY1900,1,8020000.0
5080,154816,2001-02-23,Sports,SP3000,4,8020000.0
5081,168383,2001-05-11,Pets,PT1000,1,8020000.0
5082,168383,2001-05-11,Pets,PT3100,1,8020000.0
5083,168383,2001-05-11,Pets,PT3500,1,8020000.0
5084,103120,1997-02-04,Pets,PT3300,4,8145000.0
5085,105604,1997-02-21,Gardening,GD3100,1,8145000.0
5086,115937,1997-04-24,Toys,TY1850,1,8145000.0
5087,117982,1997-05-05,Sports,SP1600,1,8145000.0
5088,117982,1997-05-05,Sports,SP2300,1,8145000.0
5089,117982,1997-05-05,Sports,SP2400,1,8145000.0
5090,118560,1997-05-08,Toys,TY5200,1,8145000.0
5091,166563,1998-01-21,Sports,SP1300,1,8145000.0
5092,170722,1998-02-14,Toys,TY2500,1,8145000.0
5093,185684,1998-04-28,Pets,PT3500,1,8145000.0
5094,205598,1998-07-23,Pets,PT1100,3,8145000.0
5095,208380,1998-08-04,Toys,TY1850,1,8145000.0
5096,211279,1998-08-16,Sports,SP2700,4,8145000.0
5097,103120,2000-05-14,Pets,PT3300,4,8145000.0
5098,105604,2000-05-31,Gardening,GD3100,1,8145000.0
5099,115937,2000-08-01,Toys,TY1850,1,8145000.0
5100,117982,2000-08-12,Sports,SP1600,1,8145000.0
5101,117982,2000-08-12,Sports,SP2300,1,8145000.0
5102,117982,2000-08-12,Sports,SP2400,1,8145000.0
5103,118560,2000-08-15,Toys,TY5200,1,8145000.0
5104,166563,2001-04-30,Sports,SP1300,1,8145000.0
5105,170722,2001-05-24,Toys,TY2500,1,8145000.0
5106,106223,1997-02-25,Pets,PT3500,2,8270000.0
5107,121182,1997-05-22,Sports,SP3400,4,8270000.0
5108,124548,1997-06-09,Sports,SP2300,1,8270000.0
5109,125512,1997-06-14,Software,SW3909,1,8270000.0
5110,133675,1997-07-27,Sports,SP1400,1,8270000.0
5111,133675,1997-07-27,Sports,SP2400,1,8270000.0
5112,133675,1997-07-27,Sports,SP2500,1,8270000.0
5113,133675,1997-07-27,Sports,SP2500,1,8270000.0
5114,160713,1997-12-17,Toys,TY1200,1,8270000.0
5115,176459,1998-03-16,Gardening,GD2400,1,8270000.0
5116,178895,1998-03-28,Pets,PT3200,1,8270000.0
5117,191370,1998-05-23,Pets,PT3200,4,8270000.0
5118,203518,1998-07-14,Sports,SP2400,1,8270000.0
5119,222669,1998-10-03,Sports,SP2400,1,8270000.0
5120,236950,1998-12-03,Pets,PT3100,1,8270000.0
5121,240215,1998-12-17,Toys,TY1100,1,8270000.0
5122,106223,2000-06-04,Pets,PT3500,2,8270000.0
5123,121182,2000-08-29,Sports,SP3400,4,8270000.0
5124,124548,2000-09-16,Sports,SP2300,1,8270000.0
5125,125512,2000-09-21,Software,SW3909,1,8270000.0
5126,133675,2000-11-03,Sports,SP1400,1,8270000.0
5127,133675,2000-11-03,Sports,SP2400,1,8270000.0
5128,133675,2000-11-03,Sports,SP2500,1,8270000.0
5129,133675,2000-11-03,Sports,SP2500,1,8270000.0
5130,160713,2001-03-26,Toys,TY1200,1,8270000.0
5131,125915,1997-06-16,Software,SW4155,1,8395000.0
5132,129730,1997-07-06,Sports,SP1000,1,8395000.0
5133,142643,1997-09-12,Software,SW6180,1,8395000.0
5134,173126,1998-02-27,Collectibles,CC2300,1,8395000.0
5135,173126,1998-02-27,Collectibles,CC3400,4,8395000.0
5136,173126,1998-02-27,Collectibles,CC4100,1,8395000.0
5137,173126,1998-02-27,Collectibles,CC4200,1,8395000.0
5138,190223,1998-05-18,Toys,TY3400,1,8395000.0
5139,197478,1998-06-18,Pets,PT2400,3,8395000.0
5140,233023,1998-11-16,Toys,TY2600,1,8395000.0
5141,238374,1998-12-09,Software,SW7383,1,8395000.0
5142,242706,1998-12-28,Pets,PT4600,3,8395000.0
5143,125915,2000-09-23,Software,SW4155,1,8395000.0
5144,129730,2000-10-13,Sports,SP1000,1,8395000.0
5145,142643,2000-12-20,Software,SW6180,1,8395000.0
5146,102993,1997-02-03,Software,SW7573,1,8473000.0
5147,144412,1997-09-21,Toys,TY1950,1,8473000.0
5148,158065,1997-12-03,Gardening,GD1600,1,8473000.0
5149,168392,1998-02-01,Collectibles,CC3700,1,8473000.0
5150,177882,1998-03-23,Gardening,GD2200,1,8473000.0
5151,177882,1998-03-23,Gardening,GD3300,1,8473000.0
5152,177882,1998-03-23,Gardening,GD4000,3,8473000.0
5153,207926,1998-08-02,Toys,TY3500,1,8473000.0
5154,210787,1998-08-14,Pets,PT3500,1,8473000.0
5155,215734,1998-09-04,Sports,SP3200,1,8473000.0
5156,238623,1998-12-10,Sports,SP1200,1,8473000.0
5157,242947,1998-12-29,Toys,TY2400,2,8473000.0
5158,242947,1998-12-29,Toys,TY2700,1,8473000.0
5159,242947,1998-12-29,Toys,TY4300,1,8473000.0
5160,242947,1998-12-29,Toys,TY4500,1,8473000.0
5161,102993,2000-05-13,Software,SW7573,1,8473000.0
5162,144412,2000-12-29,Toys,TY1950,1,8473000.0
5163,158065,2001-03-12,Gardening,GD1600,1,8473000.0
5164,168392,2001-05-11,Collectibles,CC3700,1,8473000.0
5165,101098,1997-01-20,Gardening,GD1100,1,8520000.0
5166,107649,1997-03-06,Pets,PT1100,1,8520000.0
5167,125921,1997-06-16,Gardening,GD3300,3,8520000.0
5168,133103,1997-07-24,Software,SW1991,1,8520000.0
5169,133103,1997-07-24,Software,SW4831,2,8520000.0
5170,133103,1997-07-24,Software,SW5338,1,8520000.0
5171,133103,1997-07-24,Software,SW7585,1,8520000.0
5172,146451,1997-10-02,Sports,SP3100,1,8520000.0
5173,154228,1997-11-13,Sports,SP1400,1,8520000.0
5174,180621,1998-04-05,Gardening,GD3300,4,8520000.0
5175,211285,1998-08-16,Toys,TY1850,1,8520000.0
5176,221214,1998-09-27,Sports,SP2400,1,8520000.0
5177,230878,1998-11-07,Toys,TY4300,1,8520000.0
5178,236233,1998-11-30,Software,SW2123,2,8520000.0
5179,236958,1998-12-03,Sports,SP2200,1,8520000.0
5180,101098,2000-04-29,Gardening,GD1100,1,8520000.0
5181,107649,2000-06-13,Pets,PT1100,1,8520000.0
5182,125921,2000-09-23,Gardening,GD3300,3,8520000.0
5183,133103,2000-10-31,Software,SW1991,1,8520000.0
5184,133103,2000-10-31,Software,SW4831,2,8520000.0
5185,133103,2000-10-31,Software,SW5338,1,8520000.0
5186,133103,2000-10-31,Software,SW7585,1,8520000.0
5187,146451,2001-01-09,Sports,SP3100,1,8520000.0
5188,154228,2001-02-20,Sports,SP1400,1,8520000.0
5189,98689,1997-01-01,Sports,SP2200,1,8645000.0
5190,98689,1997-01-01,Sports,SP2600,1,8645000.0
5191,98689,1997-01-01,Sports,SP3100,2,8645000.0
5192,103947,1997-02-10,Sports,SP1400,4,8645000.0
5193,114684,1997-04-17,Gardening,GD1600,2,8645000.0
5194,136955,1997-08-13,Toys,TY4100,1,8645000.0
5195,146274,1997-10-01,Pets,PT1400,4,8645000.0
5196,161086,1997-12-19,Toys,TY1600,1,8645000.0
5197,161086,1997-12-19,Toys,TY4200,1,8645000.0
5198,161086,1997-12-19,Toys,TY4300,4,8645000.0
5199,161086,1997-12-19,Toys,TY4600,1,8645000.0
5200,162792,1997-12-28,Toys,TY4300,1,8645000.0
5201,183230,1998-04-17,Sports,SP1600,1,8645000.0
5202,185042,1998-04-25,Toys,TY1800,1,8645000.0
5203,227598,1998-10-24,Sports,SP1300,1,8645000.0
5204,229229,1998-10-31,Gardening,GD1600,1,8645000.0
5205,98689,2000-04-10,Sports,SP2200,1,8645000.0
5206,98689,2000-04-10,Sports,SP2600,1,8645000.0
5207,98689,2000-04-10,Sports,SP3100,2,8645000.0
5208,103947,2000-05-20,Sports,SP1400,4,8645000.0
5209,114684,2000-07-25,Gardening,GD1600,2,8645000.0
5210,136955,2000-11-20,Toys,TY4100,1,8645000.0
5211,146274,2001-01-08,Pets,PT1400,4,8645000.0
5212,161086,2001-03-28,Toys,TY1600,1,8645000.0
5213,161086,2001-03-28,Toys,TY4200,1,8645000.0
5214,161086,2001-03-28,Toys,TY4300,4,8645000.0
5215,161086,2001-03-28,Toys,TY4600,1,8645000.0
5216,162792,2001-04-06,Toys,TY4300,1,8645000.0
5217,119317,1997-05-12,Sports,SP3200,1,8770000.0
5218,124734,1997-06-10,Sports,SP1000,1,8770000.0
5219,138810,1997-08-23,Toys,TY1850,1,8770000.0
5220,147723,1997-10-09,Gardening,GD1001,1,8770000.0
5221,147723,1997-10-09,Gardening,GD1400,2,8770000.0
5222,147723,1997-10-09,Gardening,GD2300,1,8770000.0
5223,147723,1997-10-09,Gardening,GD4200,3,8770000.0
5224,160328,1997-12-15,Toys,TY2400,4,8770000.0
5225,162092,1997-12-24,Pets,PT2400,1,8770000.0
5226,188621,1998-05-11,Sports,SP1300,1,8770000.0
5227,195294,1998-06-09,Sports,SP2400,1,8770000.0
5228,238629,1998-12-10,Pets,PT2400,2,8770000.0
5229,241386,1998-12-22,Pets,PT1200,1,8770000.0
5230,119317,2000-08-19,Sports,SP3200,1,8770000.0
5231,124734,2000-09-17,Sports,SP1000,1,8770000.0
5232,138810,2000-11-30,Toys,TY1850,1,8770000.0
5233,147723,2001-01-16,Gardening,GD1000,1,8770000.0
5234,147723,2001-01-16,Gardening,GD1400,2,8770000.0
5235,147723,2001-01-16,Gardening,GD2300,1,8770000.0
5236,147723,2001-01-16,Gardening,GD4200,3,8770000.0
5237,160328,2001-03-24,Toys,TY2400,4,8770000.0
5238,162092,2001-04-02,Pets,PT2400,1,8770000.0
5239,100457,1997-01-15,Gardening,GD2400,1,8895000.0
5240,122695,1997-05-30,Sports,SP2400,1,8895000.0
5241,123241,1997-06-02,Pets,PT1400,2,8895000.0
5242,123241,1997-06-02,Pets,PT2000,1,8895000.0
5243,123241,1997-06-02,Pets,PT3400,2,8895000.0
5244,123241,1997-06-02,Pets,PT3500,1,8895000.0
5245,133316,1997-07-25,Sports,SP3100,1,8895000.0
5246,149740,1997-10-20,Toys,TY4500,1,8895000.0
5247,165269,1998-01-13,Gardening,GD1300,1,8895000.0
5248,172771,1998-02-25,Software,SW2842,2,8895000.0
5249,176080,1998-03-14,Collectibles,CC4100,1,8895000.0
5250,187238,1998-05-05,Pets,PT1200,1,8895000.0
5251,204908,1998-07-20,Sports,SP2600,1,8895000.0
5252,219336,1998-09-19,Pets,PT2400,1,8895000.0
5253,219336,1998-09-19,Pets,PT3200,1,8895000.0
5254,219336,1998-09-19,Pets,PT4100,4,8895000.0
5255,219336,1998-09-19,Pets,PT4600,1,8895000.0
5256,229027,1998-10-30,Pets,PT2300,3,8895000.0
5257,100457,2000-04-24,Gardening,GD2400,1,8895000.0
5258,122695,2000-09-06,Sports,SP2400,1,8895000.0
5259,123241,2000-09-09,Pets,PT1400,2,8895000.0
5260,123241,2000-09-09,Pets,PT2000,1,8895000.0
5261,123241,2000-09-09,Pets,PT3400,2,8895000.0
5262,123241,2000-09-09,Pets,PT3500,1,8895000.0
5263,133316,2000-11-01,Sports,SP3100,1,8895000.0
5264,149740,2001-01-27,Toys,TY4500,1,8895000.0
5265,165269,2001-04-22,Gardening,GD1300,1,8895000.0
5266,103814,1997-02-09,Sports,SP2700,1,8913000.0
5267,117988,1997-05-05,Sports,SP3300,1,8913000.0
5268,141343,1997-09-05,Pets,PT1400,1,8913000.0
5269,141343,1997-09-05,Pets,PT3200,2,8913000.0
5270,141343,1997-09-05,Pets,PT4600,3,8913000.0
5271,143650,1997-09-17,Toys,TY3500,1,8913000.0
5272,144414,1997-09-21,Toys,TY1300,1,8913000.0
5273,144414,1997-09-21,Toys,TY1850,1,8913000.0
5274,144414,1997-09-21,Toys,TY1850,4,8913000.0
5275,155952,1997-11-22,Toys,TY4300,1,8913000.0
5276,162976,1997-12-29,Sports,SP3100,1,8913000.0
5277,171102,1998-02-16,Gardening,GD4100,1,8913000.0
5278,190931,1998-05-21,Toys,TY2700,2,8913000.0
5279,191168,1998-05-22,Software,SW8511,1,8913000.0
5280,195801,1998-06-11,Toys,TY4800,1,8913000.0
5281,201468,1998-07-05,Pets,PT3300,1,8913000.0
5282,201468,1998-07-05,Pets,PT3400,1,8913000.0
5283,201468,1998-07-05,Pets,PT3500,2,8913000.0
5284,202627,1998-07-10,Toys,TY1600,2,8913000.0
5285,213192,1998-08-24,Sports,SP3000,1,8913000.0
5286,219822,1998-09-21,Pets,PT4100,4,8913000.0
5287,103814,2000-05-19,Sports,SP2700,1,8913000.0
5288,117988,2000-08-12,Sports,SP3300,1,8913000.0
5289,141343,2000-12-13,Pets,PT1400,1,8913000.0
5290,141343,2000-12-13,Pets,PT3200,2,8913000.0
5291,141343,2000-12-13,Pets,PT4600,3,8913000.0
5292,143650,2000-12-25,Toys,TY3500,1,8913000.0
5293,144414,2000-12-29,Toys,TY1300,1,8913000.0
5294,144414,2000-12-29,Toys,TY1850,1,8913000.0
5295,144414,2000-12-29,Toys,TY1850,4,8913000.0
5296,155952,2001-03-01,Toys,TY4300,1,8913000.0
5297,162976,2001-04-07,Sports,SP3100,1,8913000.0
5298,171102,2001-05-26,Gardening,GD4100,1,8913000.0
5299,129352,1997-07-04,Sports,SP2000,1,9020000.0
5300,129352,1997-07-04,Sports,SP3100,1,9020000.0
5301,129352,1997-07-04,Sports,SP3200,1,9020000.0
5302,129352,1997-07-04,Sports,SP3200,1,9020000.0
5303,132728,1997-07-22,Sports,SP2400,1,9020000.0
5304,156340,1997-11-24,Software,SW3909,3,9020000.0
5305,157119,1997-11-28,Pets,PT4500,1,9020000.0
5306,234388,1998-11-22,Sports,SP1600,1,9020000.0
5307,234388,1998-11-22,Sports,SP2500,1,9020000.0
5308,234388,1998-11-22,Sports,SP3000,1,9020000.0
5309,234388,1998-11-22,Sports,SP3200,1,9020000.0
5310,129352,2000-10-11,Sports,SP2000,1,9020000.0
5311,129352,2000-10-11,Sports,SP3100,1,9020000.0
5312,129352,2000-10-11,Sports,SP3200,1,9020000.0
5313,129352,2000-10-11,Sports,SP3200,1,9020000.0
5314,132728,2000-10-29,Sports,SP2400,1,9020000.0
5315,156340,2001-03-03,Software,SW3909,3,9020000.0
5316,157119,2001-03-07,Pets,PT4500,1,9020000.0
5317,130673,1997-07-11,Gardening,GD1500,2,9145000.0
5318,145341,1997-09-26,Pets,PT1400,1,9145000.0
5319,154241,1997-11-13,Toys,TY4600,1,9145000.0
5320,178088,1998-03-24,Gardening,GD4000,1,9145000.0
5321,187241,1998-05-05,Gardening,GD1100,1,9145000.0
5322,187241,1998-05-05,Gardening,GD1300,1,9145000.0
5323,187241,1998-05-05,Gardening,GD3100,1,9145000.0
5324,196746,1998-06-15,Sports,SP2200,1,9145000.0
5325,216748,1998-09-08,Sports,SP2400,2,9145000.0
5326,221717,1998-09-29,Sports,SP3200,1,9145000.0
5327,229035,1998-10-30,Sports,SP1500,1,9145000.0
5328,233951,1998-11-20,Toys,TY4100,1,9145000.0
5329,130673,2000-10-18,Gardening,GD1500,2,9145000.0
5330,145341,2001-01-03,Pets,PT1400,1,9145000.0
5331,154241,2001-02-20,Toys,TY4600,1,9145000.0
5332,101619,1997-01-24,Gardening,GD1010,1,9204000.0
5333,108261,1997-03-10,Pets,PT1000,2,9204000.0
5334,131980,1997-07-18,Toys,TY3500,1,9204000.0
5335,144986,1997-09-24,Software,SW1207,1,9204000.0
5336,144986,1997-09-24,Software,SW1807,4,9204000.0
5337,144986,1997-09-24,Software,SW4792,4,9204000.0
5338,144986,1997-09-24,Software,SW9782,3,9204000.0
5339,149567,1997-10-19,Sports,SP1100,1,9204000.0
5340,149567,1997-10-19,Sports,SP2000,1,9204000.0
5341,149567,1997-10-19,Sports,SP3200,1,9204000.0
5342,197495,1998-06-18,Gardening,GD1400,4,9204000.0
5343,204444,1998-07-18,Software,SW3482,1,9204000.0
5344,204444,1998-07-18,Software,SW5493,4,9204000.0
5345,204444,1998-07-18,Software,SW8376,1,9204000.0
5346,204444,1998-07-18,Software,SW9604,1,9204000.0
5347,212725,1998-08-22,Toys,TY3300,4,9204000.0
5348,101619,2000-05-03,Gardening,GD1010,1,9204000.0
5349,108261,2000-06-17,Pets,PT1000,2,9204000.0
5350,131980,2000-10-25,Toys,TY3500,1,9204000.0
5351,144986,2001-01-01,Software,SW1207,1,9204000.0
5352,144986,2001-01-01,Software,SW1807,4,9204000.0
5353,144986,2001-01-01,Software,SW4792,4,9204000.0
5354,144986,2001-01-01,Software,SW9782,3,9204000.0
5355,149567,2001-01-26,Sports,SP1100,1,9204000.0
5356,149567,2001-01-26,Sports,SP2000,1,9204000.0
5357,149567,2001-01-26,Sports,SP3200,1,9204000.0
5358,121721,1997-05-25,Sports,SP1000,1,9270000.0
5359,134309,1997-07-30,Pets,PT2000,3,9270000.0
5360,151830,1997-10-31,Toys,TY1950,3,9270000.0
5361,179329,1998-03-30,Gardening,GD1001,1,9270000.0
5362,183493,1998-04-18,Toys,TY1700,1,9270000.0
5363,186154,1998-04-30,Pets,PT1200,1,9270000.0
5364,186154,1998-04-30,Pets,PT2400,1,9270000.0
5365,186154,1998-04-30,Pets,PT3100,1,9270000.0
5366,186154,1998-04-30,Pets,PT4600,2,9270000.0
5367,192531,1998-05-28,Pets,PT2200,1,9270000.0
5368,206790,1998-07-28,Sports,SP3000,1,9270000.0
5369,121721,2000-09-01,Sports,SP1000,1,9270000.0
5370,134309,2000-11-06,Pets,PT2000,3,9270000.0
5371,151830,2001-02-07,Toys,TY1950,3,9270000.0
5372,106067,1997-02-24,Sports,SP2200,1,9372000.0
5373,106067,1997-02-24,Sports,SP3200,1,9372000.0
5374,106067,1997-02-24,Sports,SP3400,1,9372000.0
5375,109753,1997-03-19,Pets,PT3100,1,9372000.0
5376,112945,1997-04-07,Pets,PT2300,1,9372000.0
5377,116502,1997-04-27,Sports,SP2500,1,9372000.0
5378,208170,1998-08-03,Sports,SP2000,1,9372000.0
5379,234634,1998-11-23,Toys,TY3100,1,9372000.0
5380,234634,1998-11-23,Toys,TY3400,3,9372000.0
5381,234634,1998-11-23,Toys,TY4600,1,9372000.0
5382,234634,1998-11-23,Toys,TY4700,1,9372000.0
5383,106067,2000-06-03,Sports,SP2200,1,9372000.0
5384,106067,2000-06-03,Sports,SP3200,1,9372000.0
5385,106067,2000-06-03,Sports,SP3400,1,9372000.0
5386,109753,2000-06-26,Pets,PT3100,1,9372000.0
5387,112945,2000-07-15,Pets,PT2300,1,9372000.0
5388,116502,2000-08-04,Sports,SP2500,1,9372000.0
5389,110921,1997-03-26,Gardening,GD3100,1,9395000.0
5390,110921,1997-03-26,Gardening,GD3300,1,9395000.0
